Customer_Age ,Customer_income ,Home_ownership,Employment_length,Purpose_of_loan,Loan_risk_grade,Loan_amount ,Interest_rate,Loan_Status,Loan_amount_as_%_of_income,Previous_default_history,Credit_history_length,person_emp_length_clean,loan_int_rate_clean
24,65000,MORTGAGE,2,PERSONAL,B,8000,12.69,0,0.12,N,2,2,12.69
24,65000,MORTGAGE,9,PERSONAL,C,4200,15.27,0,0.06,N,2,9,15.27
24,65000,MORTGAGE,8,PERSONAL,A,3300,7.51,0,0.05,N,4,8,7.51
24,65000,OWN,6,PERSONAL,D,4400,16.89,0,0.07,N,2,6,16.89
24,45888,RENT,5,MEDICAL,A,9000,5.79,0,0.2,N,3,5,5.79
24,46000,RENT,4,PERSONAL,C,9000,13.22,0,0.2,N,3,4,13.22
24,46704,RENT,2,EDUCATION,B,9000,11.49,0,0.19,N,4,2,11.49
24,65000,MORTGAGE,5,EDUCATION,B,9600,11.99,0,0.15,N,3,5,11.99
24,65000,MORTGAGE,1,PERSONAL,B,6000,10.99,0,0.09,N,2,1,10.99
24,65000,MORTGAGE,0,EDUCATION,A,14000,8.49,0,0.22,N,3,0,8.49
24,65000,MORTGAGE,0,MEDICAL,B,8000,10.99,0,0.12,N,3,0,10.99
24,51000,RENT,3,MEDICAL,A,9000,5.79,0,0.18,N,3,3,5.79
24,65000,MORTGAGE,3,EDUCATION,A,8000,5.99,0,0.12,N,2,3,5.99
24,65000,MORTGAGE,7,PERSONAL,A,1525,5.42,0,0.02,N,3,7,5.42
24,52800,RENT,2,VENTURE,A,9000,7.9,0,0.17,N,2,2,7.9
24,52800,RENT,8,DEBTCONSOLIDATION,A,9000,7.49,0,0.17,N,4,8,7.49
24,65000,OWN,8,PERSONAL,A,6000,6.99,0,0.09,N,2,8,6.99
24,65000,MORTGAGE,8,PERSONAL,B,10000,11.99,0,0.15,N,4,8,11.99
24,65000,MORTGAGE,8,HOMEIMPROVEMENT,A,2000,5.42,0,0.03,N,3,8,5.42
24,65000,MORTGAGE,7,DEBTCONSOLIDATION,B,20000,,0,0.31,N,3,7,10.99
24,65000,MORTGAGE,9,HOMEIMPROVEMENT,A,5500,5.79,0,0.08,N,3,9,5.79
24,65000,MORTGAGE,8,MEDICAL,A,10000,5.79,0,0.15,N,2,8,5.79
24,55000,RENT,2,HOMEIMPROVEMENT,C,9000,14.72,0,0.16,Y,2,2,14.72
24,54996,RENT,6,MEDICAL,B,9100,,0,0.17,N,2,6,10.99
24,65000,OWN,8,EDUCATION,A,9000,7.29,0,0.14,N,4,8,7.29
24,65000,MORTGAGE,8,HOMEIMPROVEMENT,A,10000,7.66,0,0.15,N,4,8,7.66
24,65000,MORTGAGE,7,VENTURE,A,6000,5.42,0,0.09,N,3,7,5.42
24,65000,MORTGAGE,2,EDUCATION,D,20000,14.09,0,0.31,Y,3,2,14.09
24,77385,RENT,6,DEBTCONSOLIDATION,A,9200,6.03,0,0.12,N,3,6,6.03
24,65000,OWN,8,VENTURE,A,12000,6.17,0,0.18,N,4,8,6.17
24,65000,MORTGAGE,5,MEDICAL,B,2000,9.62,0,0.03,N,3,5,9.62
24,65000,OWN,6,EDUCATION,A,3500,6.76,0,0.05,N,4,6,6.76
24,27456,RENT,1,MEDICAL,C,9250,12.87,1,0.34,N,3,1,12.87
24,65000,MORTGAGE,3,DEBTCONSOLIDATION,C,7000,13.61,0,0.11,Y,3,3,13.61
24,28800,RENT,3,DEBTCONSOLIDATION,C,9250,13.57,1,0.32,N,3,3,13.57
24,65000,MORTGAGE,6,PERSONAL,B,11000,11.49,0,0.17,N,2,6,11.49
24,65000,MORTGAGE,5,VENTURE,A,8000,7.51,0,0.12,N,4,5,7.51
24,65000,MORTGAGE,8,PERSONAL,A,2500,6.39,0,0.04,N,3,8,6.39
24,65000,OWN,3,PERSONAL,B,6000,11.36,0,0.09,N,2,3,11.36
24,65000,MORTGAGE,0,DEBTCONSOLIDATION,C,3000,12.73,0,0.05,N,3,0,12.73
24,25000,RENT,3,MEDICAL,A,9450,6.62,1,0.38,N,4,3,6.62
24,65000,MORTGAGE,1,EDUCATION,A,8500,7.51,0,0.13,N,2,1,7.51
24,33600,RENT,2,PERSONAL,A,9450,7.66,1,0.28,N,2,2,7.66
24,65000,MORTGAGE,7,VENTURE,D,14000,15.31,0,0.22,Y,4,7,15.31
24,23040,RENT,0,DEBTCONSOLIDATION,F,9500,19.04,1,0.41,Y,4,0,19.04
24,28000,RENT,1,MEDICAL,A,9500,5.99,1,0.34,N,3,1,5.99
24,30000,RENT,1,VENTURE,C,9500,13.92,1,0.32,N,2,1,13.92
24,37157,RENT,4,MEDICAL,B,9500,10.99,0,0.26,N,2,4,10.99
24,65000,MORTGAGE,1,MEDICAL,A,10000,8.59,0,0.15,N,3,1,8.59
24,59000,OWN,2,MEDICAL,E,12000,17.74,1,0.2,Y,2,2,17.74
24,48602,RENT,0,MEDICAL,C,9500,12.73,0,0.2,N,4,0,12.73
24,59000,MORTGAGE,3,DEBTCONSOLIDATION,C,6800,12.53,1,0.12,Y,4,3,12.53
24,52500,RENT,1,EDUCATION,C,9500,14.79,0,0.18,Y,3,1,14.79
24,55000,RENT,5,VENTURE,A,9500,9.63,0,0.17,N,4,5,9.63
24,58650,RENT,4,MEDICAL,D,9500,16.49,1,0.14,N,3,4,16.49
24,70446,RENT,1,PERSONAL,A,9550,7.49,0,0.14,N,3,1,7.49
24,65004,MORTGAGE,8,HOMEIMPROVEMENT,C,3600,13.49,0,0.06,Y,4,8,13.49
24,30000,RENT,0,MEDICAL,D,9600,14.91,1,0.32,Y,4,0,14.91
24,40000,RENT,2,VENTURE,C,9600,14.65,0,0.24,N,4,2,14.65
24,65158,MORTGAGE,9,VENTURE,B,18000,10.25,0,0.28,N,4,9,10.25
24,65200,MORTGAGE,5,MEDICAL,B,3000,11.26,0,0.05,N,3,5,11.26
24,65544,OWN,4,EDUCATION,B,5000,10.74,0,0.08,N,2,4,10.74
24,65600,MORTGAGE,8,VENTURE,A,10000,,0,0.15,N,3,8,7.49
24,50000,RENT,0,HOMEIMPROVEMENT,A,9600,7.51,0,0.19,N,3,0,7.51
24,59964,MORTGAGE,0,DEBTCONSOLIDATION,B,1275,10.99,1,0.02,N,4,0,10.99
24,50500,RENT,7,HOMEIMPROVEMENT,A,9600,,0,0.19,N,2,7,7.49
24,66000,MORTGAGE,8,PERSONAL,D,15000,18.25,0,0.23,N,4,8,18.25
24,45000,RENT,7,DEBTCONSOLIDATION,D,9600,15.31,1,0.21,Y,3,7,15.31
24,66000,MORTGAGE,7,VENTURE,C,11200,13.99,0,0.17,N,2,7,13.99
24,65450,RENT,7,DEBTCONSOLIDATION,A,9600,8.49,0,0.15,N,2,7,8.49
24,66000,RENT,8,PERSONAL,B,9600,11.26,0,0.15,N,3,8,11.26
24,66000,MORTGAGE,8,MEDICAL,A,15000,6.54,0,0.23,N,4,8,6.54
24,69996,RENT,1,EDUCATION,B,9600,11.71,0,0.14,N,4,1,11.71
24,73000,RENT,5,MEDICAL,C,9600,13.92,0,0.13,Y,3,5,13.92
24,66000,MORTGAGE,5,DEBTCONSOLIDATION,B,13000,10.25,0,0.2,N,2,5,10.25
24,77964,RENT,4,DEBTCONSOLIDATION,D,9600,14.42,1,0.12,N,2,4,14.42
24,85392,RENT,9,EDUCATION,A,9600,7.29,0,0.11,N,3,9,7.29
24,94000,RENT,6,PERSONAL,C,9600,12.99,0,0.1,Y,2,6,12.99
24,94837,RENT,8,HOMEIMPROVEMENT,B,9600,11.99,0,0.1,N,2,8,11.99
24,66500,MORTGAGE,0,HOMEIMPROVEMENT,A,8800,8.59,0,0.13,N,4,0,8.59
24,66500,MORTGAGE,7,VENTURE,C,1400,12.53,0,0.02,Y,4,7,12.53
24,60516,OTHER,8,DEBTCONSOLIDATION,B,18000,11.26,1,0.3,N,4,8,11.26
24,66600,OWN,3,VENTURE,B,7200,10.65,0,0.11,N,4,4,10.65
24,66766,MORTGAGE,,HOMEIMPROVEMENT,A,9000,6.99,0,0.13,N,2,0,6.99
24,66996,MORTGAGE,5,EDUCATION,B,10000,9.62,0,0.15,N,2,5,9.62
24,18000,RENT,0,HOMEIMPROVEMENT,A,10000,7.29,1,0.56,N,4,0,7.29
24,66996,MORTGAGE,8,MEDICAL,A,1000,9.32,0,0.01,N,4,8,9.32
24,67000,OWN,2,MEDICAL,B,16000,12.69,0,0.24,N,4,4,12.69
24,21600,RENT,,MEDICAL,B,10000,9.91,1,0.46,N,3,0,9.91
24,67000,MORTGAGE,9,EDUCATION,A,10400,5.99,0,0.16,N,2,9,5.99
24,67000,MORTGAGE,0,DEBTCONSOLIDATION,A,4000,7.49,0,0.06,N,3,0,7.49
24,23700,RENT,8,VENTURE,A,10000,9.32,1,0.42,N,4,8,9.32
24,24000,RENT,3,DEBTCONSOLIDATION,B,10000,10.38,1,0.42,N,4,3,10.38
24,67000,MORTGAGE,2,HOMEIMPROVEMENT,B,12150,10.37,0,0.18,N,3,2,10.37
24,24000,RENT,6,DEBTCONSOLIDATION,B,10000,10.99,1,0.42,N,4,6,10.99
24,24000,RENT,3,VENTURE,B,10000,8.7,1,0.42,N,2,3,8.7
24,67000,OWN,3,VENTURE,C,13000,,0,0.19,Y,3,3,13.48
24,25000,RENT,4,VENTURE,B,10000,11.36,1,0.4,N,2,4,11.36
24,61100,MORTGAGE,4,DEBTCONSOLIDATION,D,25000,17.49,1,0.41,N,3,4,17.49
24,61200,MORTGAGE,8,EDUCATION,C,2500,,1,0.04,N,4,8,13.48
24,26000,RENT,6,PERSONAL,B,10000,10.99,1,0.38,N,4,6,10.99
24,26000,RENT,8,EDUCATION,E,10000,16.63,1,0.38,Y,2,8,16.63
24,67430,MORTGAGE,8,MEDICAL,C,12000,12.87,0,0.18,Y,4,8,12.87
24,61499,MORTGAGE,8,DEBTCONSOLIDATION,D,19600,15.65,1,0.32,N,2,8,15.65
24,67500,MORTGAGE,2,EDUCATION,B,14400,11.71,0,0.21,N,2,2,11.71
24,26400,RENT,5,MEDICAL,A,10000,6.54,1,0.38,N,4,5,6.54
24,67500,MORTGAGE,3,PERSONAL,A,3000,7.88,0,0.04,N,4,3,7.88
24,27000,RENT,0,DEBTCONSOLIDATION,C,10000,12.73,1,0.37,N,2,0,12.73
24,28000,RENT,8,MEDICAL,A,10000,6.91,1,0.36,N,3,8,6.91
24,29000,RENT,1,VENTURE,B,10000,10.74,1,0.34,N,2,1,10.74
24,67992,MORTGAGE,8,DEBTCONSOLIDATION,B,12000,10.75,0,0.18,N,2,8,10.75
24,30000,RENT,0,PERSONAL,E,10000,19.29,1,0.33,Y,3,0,19.29
24,30000,RENT,3,MEDICAL,A,10000,5.79,1,0.33,N,4,3,5.79
24,68000,MORTGAGE,8,MEDICAL,A,8000,7.49,0,0.12,N,4,8,7.49
24,30000,RENT,4,DEBTCONSOLIDATION,D,10000,,1,0.33,Y,3,4,15.31
24,68000,MORTGAGE,1,VENTURE,A,6000,,0,0.09,N,2,1,7.49
24,30000,RENT,0,MEDICAL,D,10000,14.61,1,0.33,N,3,0,14.61
24,68000,MORTGAGE,7,EDUCATION,A,6000,7.88,0,0.09,N,2,7,7.88
24,30000,RENT,4,DEBTCONSOLIDATION,C,10000,11.66,1,0.33,N,2,4,11.66
24,30000,RENT,0,PERSONAL,A,10000,8.38,1,0.33,N,2,0,8.38
24,68000,MORTGAGE,8,HOMEIMPROVEMENT,A,3600,7.74,0,0.05,N,4,8,7.74
24,31000,RENT,2,VENTURE,C,10000,14.65,1,0.32,N,2,2,14.65
24,68000,MORTGAGE,1,PERSONAL,E,5500,15.68,0,0.08,N,4,1,15.68
24,68004,MORTGAGE,5,HOMEIMPROVEMENT,A,4200,5.42,0,0.06,N,4,5,5.42
24,68004,MORTGAGE,7,EDUCATION,A,4000,6.39,0,0.06,N,3,4,6.39
24,68069,MORTGAGE,,VENTURE,A,8100,,0,0.12,N,4,4,7.49
24,68400,MORTGAGE,,PERSONAL,A,3000,5.42,0,0.04,N,4,0,5.42
24,68400,OWN,8,MEDICAL,A,6000,6.54,0,0.09,N,4,8,6.54
24,33500,RENT,2,VENTURE,C,10000,13.16,0,0.3,Y,3,2,13.16
24,33600,RENT,1,DEBTCONSOLIDATION,B,10000,9.88,1,0.3,N,4,1,9.88
24,68900,MORTGAGE,2,HOMEIMPROVEMENT,B,19500,11.83,0,0.28,N,2,2,11.83
24,35000,RENT,1,DEBTCONSOLIDATION,B,10000,,0,0.29,N,4,1,10.99
24,35000,RENT,8,DEBTCONSOLIDATION,C,10000,13.48,0,0.29,N,4,8,13.48
24,69000,MORTGAGE,9,DEBTCONSOLIDATION,B,3000,11.11,0,0.04,N,2,9,11.11
24,35000,RENT,3,DEBTCONSOLIDATION,C,10000,12.73,0,0.29,Y,4,3,12.73
24,35004,RENT,0,PERSONAL,C,10000,12.84,0,0.29,Y,4,0,12.84
24,69000,MORTGAGE,9,MEDICAL,A,7200,7.88,0,0.1,N,2,9,7.88
24,69000,MORTGAGE,3,PERSONAL,B,11000,10.62,0,0.16,N,3,3,10.62
24,69000,MORTGAGE,7,HOMEIMPROVEMENT,E,5200,17.19,0,0.08,N,2,7,17.19
24,36000,RENT,3,EDUCATION,A,10000,5.99,0,0.28,N,3,3,5.99
24,69504,MORTGAGE,3,VENTURE,A,10000,7.66,0,0.14,N,4,3,7.66
24,63508,MORTGAGE,8,HOMEIMPROVEMENT,B,2500,11.14,1,0.04,N,4,8,11.14
24,63582,MORTGAGE,3,HOMEIMPROVEMENT,C,14000,13.85,1,0.22,N,3,3,13.85
24,69684,MORTGAGE,4,MEDICAL,B,2400,,0,0.03,N,4,4,10.99
24,36000,RENT,2,DEBTCONSOLIDATION,B,10000,11.46,0,0.28,N,4,2,11.46
24,69996,OWN,4,MEDICAL,A,10000,,0,0.14,N,2,4,7.49
24,37200,RENT,4,MEDICAL,D,10000,12.92,0,0.27,Y,4,4,12.92
24,69996,MORTGAGE,8,EDUCATION,A,3000,6.39,0,0.04,N,3,8,6.39
24,38000,RENT,6,EDUCATION,B,10000,,0,0.26,N,4,6,10.99
24,69996,MORTGAGE,5,VENTURE,A,12000,,0,0.17,N,2,5,7.49
24,69996,MORTGAGE,6,HOMEIMPROVEMENT,B,5000,10.2,0,0.07,N,2,6,10.2
24,38244,RENT,6,PERSONAL,A,10000,7.88,0,0.26,N,3,6,7.88
24,38400,RENT,9,DEBTCONSOLIDATION,B,10000,10.38,0,0.26,N,3,9,10.38
24,64000,MORTGAGE,7,HOMEIMPROVEMENT,C,16000,14.65,1,0.25,N,2,7,14.65
24,38700,RENT,2,MEDICAL,B,10000,,0,0.26,N,3,2,10.99
24,64000,OWN,7,VENTURE,E,6100,18.64,1,0.1,Y,4,7,18.64
24,70000,MORTGAGE,3,EDUCATION,A,7750,6.62,0,0.11,N,3,3,6.62
24,64000,MORTGAGE,7,VENTURE,F,4000,20.89,1,0.06,N,2,7,20.89
24,70000,MORTGAGE,2,MEDICAL,C,10000,13.49,0,0.14,N,4,2,13.49
24,70000,MORTGAGE,2,PERSONAL,A,17000,7.51,0,0.24,N,4,2,7.51
24,70000,MORTGAGE,3,DEBTCONSOLIDATION,A,5000,6.03,0,0.07,N,3,3,6.03
24,34000,RENT,1,HOMEIMPROVEMENT,B,10000,12.69,1,0.29,N,2,1,12.69
24,70000,MORTGAGE,8,DEBTCONSOLIDATION,B,7000,9.99,0,0.1,N,4,8,9.99
24,40000,RENT,5,DEBTCONSOLIDATION,B,10000,11.99,0,0.25,N,3,5,11.99
24,64000,MORTGAGE,8,PERSONAL,A,14500,5.42,1,0.23,N,2,8,5.42
24,40000,RENT,0,PERSONAL,A,10000,8.49,0,0.25,N,3,0,8.49
24,40000,RENT,0,MEDICAL,A,10000,5.79,0,0.25,N,2,0,5.79
24,70000,MORTGAGE,2,EDUCATION,C,6000,15.23,0,0.09,N,4,2,15.23
24,40000,RENT,5,PERSONAL,A,10000,7.88,0,0.25,N,3,5,7.88
24,40000,RENT,3,VENTURE,A,10000,,0,0.25,N,2,4,7.49
24,70000,OWN,,PERSONAL,A,6000,5.42,0,0.09,N,2,0,5.42
24,70000,MORTGAGE,4,EDUCATION,B,21000,11.99,0,0.3,N,4,4,11.99
24,41000,RENT,4,EDUCATION,A,10000,6.99,0,0.24,N,4,4,6.99
24,41004,RENT,2,DEBTCONSOLIDATION,B,10000,11.14,0,0.24,N,2,2,11.14
24,70000,MORTGAGE,8,MEDICAL,B,1600,10.99,0,0.02,N,3,8,10.99
24,70000,MORTGAGE,6,HOMEIMPROVEMENT,C,25000,,0,0.36,N,3,6,13.48
24,42000,RENT,2,EDUCATION,A,10000,7.88,0,0.24,N,3,2,7.88
24,70000,MORTGAGE,7,MEDICAL,B,25000,,0,0.36,N,2,7,10.99
24,43000,RENT,8,EDUCATION,A,10000,5.79,0,0.23,N,2,8,5.79
24,43000,RENT,4,MEDICAL,B,10000,9.63,0,0.23,N,3,4,9.63
24,43000,RENT,2,MEDICAL,C,10000,13.16,0,0.23,N,4,2,13.16
24,70000,MORTGAGE,8,VENTURE,B,25000,9.62,0,0.36,N,2,8,9.62
24,44000,RENT,2,PERSONAL,A,10000,7.49,0,0.23,N,2,2,7.49
24,70000,MORTGAGE,3,DEBTCONSOLIDATION,B,11000,,0,0.16,N,3,3,10.99
24,45000,RENT,2,PERSONAL,A,10000,6.62,0,0.22,N,3,2,6.62
24,64000,MORTGAGE,8,EDUCATION,A,5000,7.88,1,0.08,N,4,8,7.88
24,70000,MORTGAGE,6,VENTURE,A,6000,7.88,0,0.09,N,3,6,7.88
24,70000,OWN,4,VENTURE,D,8000,15.95,0,0.11,Y,2,4,15.95
24,45000,RENT,1,EDUCATION,A,10000,6.54,0,0.22,N,3,1,6.54
24,70000,MORTGAGE,9,DEBTCONSOLIDATION,B,12000,11.36,0,0.17,N,4,9,11.36
24,45000,RENT,3,DEBTCONSOLIDATION,A,10000,7.51,0,0.22,N,2,3,7.51
24,70000,MORTGAGE,9,DEBTCONSOLIDATION,B,16000,10.62,0,0.23,N,2,9,10.62
24,70000,MORTGAGE,1,VENTURE,B,25000,10.62,0,0.36,N,2,1,10.62
24,70000,MORTGAGE,2,PERSONAL,E,12000,17.56,0,0.17,Y,3,2,17.56
24,70000,MORTGAGE,8,HOMEIMPROVEMENT,B,4800,11.36,0,0.07,N,2,8,11.36
24,45000,RENT,0,VENTURE,C,10000,13.11,0,0.22,Y,4,0,13.11
24,70000,MORTGAGE,8,VENTURE,A,6000,7.88,0,0.09,N,3,8,7.88
24,39000,RENT,1,DEBTCONSOLIDATION,D,10000,14.11,1,0.26,N,3,1,14.11
24,70000,OWN,0,EDUCATION,B,15000,12.18,0,0.21,N,2,0,12.18
24,30000,RENT,1,MEDICAL,B,4300,9.63,0,0.14,N,4,1,9.63
24,35000,RENT,8,PERSONAL,A,4250,6.99,0,0.12,N,2,8,6.99
24,70000,OWN,8,PERSONAL,B,24250,12.18,0,0.35,N,2,8,12.18
24,39600,RENT,7,HOMEIMPROVEMENT,B,10000,10.36,1,0.25,N,3,7,10.36
24,70000,MORTGAGE,1,EDUCATION,B,9000,11.83,0,0.13,N,3,1,11.83
24,70000,MORTGAGE,8,VENTURE,A,10000,7.74,0,0.14,N,3,8,7.74
24,46256,RENT,7,EDUCATION,B,10000,11.48,0,0.22,N,3,7,11.48
24,70000,OTHER,4,PERSONAL,A,9000,9.63,0,0.13,N,2,4,9.63
24,70000,MORTGAGE,2,PERSONAL,B,8950,11.89,0,0.13,N,3,2,11.89
24,70000,MORTGAGE,1,VENTURE,B,15000,11.46,0,0.21,N,2,1,11.46
24,70000,MORTGAGE,9,MEDICAL,A,7500,8.32,0,0.11,N,2,9,8.32
24,35000,RENT,0,PERSONAL,B,4200,10.37,0,0.12,N,4,0,10.37
24,38400,RENT,8,VENTURE,A,4200,6.76,0,0.11,N,4,8,6.76
24,70092,MORTGAGE,0,DEBTCONSOLIDATION,B,13950,11.14,0,0.2,N,2,0,11.14
24,42000,RENT,9,EDUCATION,A,4200,7.9,0,0.1,N,2,9,7.9
24,47500,RENT,4,PERSONAL,A,4200,8.9,0,0.09,N,4,4,8.9
24,55243,MORTGAGE,6,MEDICAL,B,2900,9.62,1,0.04,N,2,6,9.62
24,71000,OWN,4,PERSONAL,B,14000,10.99,0,0.2,N,3,4,10.99
24,71000,MORTGAGE,6,MEDICAL,B,10000,10.36,0,0.14,N,4,4,10.36
24,71000,OWN,,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,3,0,5.79
24,71000,MORTGAGE,8,EDUCATION,B,3500,11.49,0,0.05,N,2,8,11.49
24,71000,MORTGAGE,8,EDUCATION,B,20000,11.36,0,0.28,N,2,8,11.36
24,14400,RENT,4,MEDICAL,A,4050,6.91,1,0.28,N,4,4,6.91
24,54000,RENT,3,EDUCATION,A,4025,6.76,0,0.07,N,2,3,6.76
24,71496,MORTGAGE,5,PERSONAL,D,15000,15.95,0,0.21,Y,3,5,15.95
24,12000,RENT,0,PERSONAL,C,4000,13.8,1,0.33,Y,3,0,13.8
24,72000,MORTGAGE,8,PERSONAL,A,18000,7.9,0,0.25,N,2,4,7.9
24,72000,OWN,,VENTURE,B,16000,12.42,0,0.22,N,3,0,12.42
24,72000,MORTGAGE,8,HOMEIMPROVEMENT,A,5000,6.03,0,0.07,N,3,8,6.03
24,72000,MORTGAGE,8,PERSONAL,A,12000,6.03,0,0.17,N,2,8,6.03
24,56100,MORTGAGE,0,MEDICAL,B,6000,11.71,1,0.09,N,4,0,11.71
24,72000,MORTGAGE,4,VENTURE,A,17000,,0,0.24,N,4,4,7.49
24,48000,RENT,7,PERSONAL,C,10000,14.22,0,0.21,Y,4,7,14.22
24,72000,MORTGAGE,2,EDUCATION,C,1000,15.23,0,0.01,Y,3,2,15.23
24,72000,MORTGAGE,2,DEBTCONSOLIDATION,A,6000,7.49,0,0.08,N,4,4,7.49
24,48720,RENT,,PERSONAL,C,10000,13.85,0,0.21,N,4,0,13.85
24,49200,RENT,8,VENTURE,C,10000,13.49,0,0.2,N,3,8,13.49
24,72000,MORTGAGE,8,MEDICAL,C,6000,13.49,0,0.08,N,2,8,13.49
24,43500,RENT,6,MEDICAL,D,10000,13.62,1,0.23,Y,3,6,13.62
24,72000,OWN,8,HOMEIMPROVEMENT,A,9000,7.49,0,0.13,N,4,8,7.49
24,49639,RENT,8,MEDICAL,C,10000,,0,0.2,N,3,8,13.48
24,72000,MORTGAGE,1,PERSONAL,A,12000,5.42,0,0.17,N,2,1,5.42
24,72000,MORTGAGE,5,MEDICAL,A,11200,7.29,0,0.16,N,4,5,7.29
24,72000,MORTGAGE,7,PERSONAL,A,3000,,0,0.04,N,2,7,7.49
24,72000,MORTGAGE,2,EDUCATION,E,6000,16.77,0,0.08,Y,3,2,16.77
24,50000,RENT,1,DEBTCONSOLIDATION,A,10000,7.51,0,0.2,N,4,1,7.51
24,50000,RENT,3,HOMEIMPROVEMENT,C,10000,14.27,0,0.2,Y,4,3,14.27
24,72000,MORTGAGE,4,VENTURE,C,2100,,0,0.03,Y,2,4,13.48
24,50000,RENT,1,PERSONAL,B,10000,11.71,0,0.2,N,2,1,11.71
24,50000,RENT,3,PERSONAL,A,10000,7.49,0,0.2,N,2,3,7.49
24,72000,MORTGAGE,6,EDUCATION,C,10000,12.98,0,0.14,N,4,6,12.98
24,72000,MORTGAGE,4,MEDICAL,B,5000,9.25,0,0.07,N,2,4,9.25
24,50000,RENT,,DEBTCONSOLIDATION,A,10000,7.29,0,0.2,N,4,0,7.29
24,72000,MORTGAGE,1,VENTURE,B,6000,9.99,0,0.08,N,2,1,9.99
24,56100,MORTGAGE,4,MEDICAL,D,4900,15.95,1,0.07,Y,4,4,15.95
24,44000,RENT,1,VENTURE,D,10000,,1,0.23,Y,3,1,15.31
24,72000,MORTGAGE,8,VENTURE,A,8000,7.88,0,0.11,N,4,8,7.88
24,72000,MORTGAGE,8,VENTURE,B,18000,11.86,0,0.25,N,4,8,11.86
24,50004,RENT,2,VENTURE,C,10000,13.79,0,0.2,Y,4,2,13.79
24,72000,MORTGAGE,1,EDUCATION,B,16000,10.25,0,0.22,N,3,1,10.25
24,72000,MORTGAGE,8,HOMEIMPROVEMENT,A,8200,7.88,0,0.11,N,4,8,7.88
24,51000,RENT,1,EDUCATION,B,10000,11.83,0,0.2,N,2,1,11.83
24,72000,MORTGAGE,0,EDUCATION,B,9000,,0,0.13,N,2,0,10.99
24,51160,RENT,5,DEBTCONSOLIDATION,B,10000,10.75,0,0.2,N,3,5,10.75
24,72000,MORTGAGE,3,PERSONAL,C,20000,13.57,0,0.28,N,3,3,13.57
24,52000,RENT,2,DEBTCONSOLIDATION,B,10000,9.91,0,0.19,N,2,2,9.91
24,52000,RENT,3,EDUCATION,B,10000,12.42,0,0.19,N,2,3,12.42
24,72000,MORTGAGE,5,DEBTCONSOLIDATION,B,8000,12.21,0,0.11,N,4,5,12.21
24,52000,RENT,5,HOMEIMPROVEMENT,B,10000,11.99,0,0.19,N,4,5,11.99
24,52000,RENT,6,DEBTCONSOLIDATION,A,10000,7.88,0,0.19,N,4,6,7.88
24,72000,MORTGAGE,8,HOMEIMPROVEMENT,E,5000,13.93,0,0.07,Y,2,8,13.93
24,72100,MORTGAGE,2,EDUCATION,B,16000,10.25,0,0.22,N,4,2,10.25
24,47292,RENT,4,MEDICAL,D,10000,16.32,1,0.21,Y,3,4,16.32
24,72400,MORTGAGE,4,HOMEIMPROVEMENT,C,35000,13.99,0,0.48,N,4,4,13.99
24,72400,MORTGAGE,4,PERSONAL,E,25000,17.99,0,0.35,Y,2,4,17.99
24,72400,MORTGAGE,0,HOMEIMPROVEMENT,B,15000,,0,0.21,N,3,0,10.99
24,72444,MORTGAGE,7,HOMEIMPROVEMENT,B,25000,10.74,0,0.35,N,4,7,10.74
24,54000,RENT,1,PERSONAL,C,10000,13.35,0,0.19,N,4,1,13.35
24,54480,RENT,8,HOMEIMPROVEMENT,B,10000,11.89,0,0.18,N,3,8,11.89
24,54996,RENT,5,MEDICAL,C,10000,12.99,0,0.18,N,2,5,12.99
24,72800,MORTGAGE,0,HOMEIMPROVEMENT,B,2300,10.62,0,0.03,N,4,0,10.62
24,72800,MORTGAGE,8,PERSONAL,C,11200,13.79,0,0.15,N,2,8,13.79
24,72984,MORTGAGE,3,PERSONAL,A,12000,,0,0.16,N,4,3,7.49
24,73000,MORTGAGE,1,MEDICAL,B,10000,11.99,0,0.14,N,2,1,11.99
24,73000,MORTGAGE,3,MEDICAL,A,10000,7.49,0,0.14,N,3,3,7.49
24,55000,RENT,5,HOMEIMPROVEMENT,A,10000,5.42,0,0.18,N,2,5,5.42
24,56950,MORTGAGE,4,MEDICAL,B,4500,10,1,0.07,N,3,4,10
24,73000,MORTGAGE,4,EDUCATION,A,6500,5.42,0,0.09,N,2,4,5.42
24,73000,MORTGAGE,3,EDUCATION,C,8000,13.23,0,0.11,Y,2,3,13.23
24,55000,RENT,6,DEBTCONSOLIDATION,A,10000,8.94,0,0.18,N,3,4,8.94
24,73000,MORTGAGE,,EDUCATION,A,16000,7.88,0,0.22,N,4,0,7.88
24,55008,RENT,6,VENTURE,E,10000,14.93,0,0.18,Y,3,6,14.93
24,56000,RENT,2,EDUCATION,A,10000,6.03,0,0.18,N,4,2,6.03
24,73000,MORTGAGE,7,DEBTCONSOLIDATION,A,14400,8.94,0,0.2,N,2,7,8.94
24,56000,RENT,3,MEDICAL,B,10000,12.21,0,0.18,N,2,3,12.21
24,56500,RENT,1,HOMEIMPROVEMENT,B,10000,,0,0.18,N,4,1,10.99
24,73440,MORTGAGE,7,EDUCATION,A,7000,6.99,0,0.1,N,2,4,6.99
24,51000,RENT,,DEBTCONSOLIDATION,E,10000,17.19,1,0.2,N,2,0,17.19
